signal_date,trade_date,trade_price,market_close,predicted_signal,confidence,bullish_probability,trend_filter_passed,target_allocation,action,cash,shares,position_value,portfolio_value,explanation
2024-05-31,2024-06-03,409.9867358256656,408.0035400390625,BEARISH_SIGNAL,0.8626720243451489,0.03369993915358938,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw BEARISH_SIGNAL with bullish_probability=0.03, confidence=0.86, probability_margin=0.76, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
2024-06-03,2024-06-04,406.9280752908703,410.51953125,BEARISH_SIGNAL,0.738747711195239,0.10511552676271556,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw BEARISH_SIGNAL with bullish_probability=0.11, confidence=0.74, probability_margin=0.58, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
2024-06-04,2024-06-05,412.23633479956106,418.3536376953125,BULLISH_SIGNAL,0.43715718033116974,0.43715718033116974,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw BULLISH_SIGNAL with bullish_probability=0.44, confidence=0.44, probability_margin=0.14, trend_filter_passed=True, rule=neutral_hold, target_allocation=0.00%."
2024-06-05,2024-06-06,418.35360501475236,418.8567810058594,NEUTRAL_SIGNAL,0.7237210140605822,0.02117716568056285,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw NEUTRAL_SIGNAL with bullish_probability=0.02, confidence=0.72, probability_margin=0.47, trend_filter_passed=True, rule=neutral_hold, target_allocation=0.00%."
2024-06-06,2024-06-07,420.5143654866237,418.1957092285156,NEUTRAL_SIGNAL,0.8638129205008566,0.009369179544192934,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw NEUTRAL_SIGNAL with bullish_probability=0.01, confidence=0.86, probability_margin=0.74, trend_filter_passed=True, rule=neutral_hold, target_allocation=0.00%."
2024-06-07,2024-06-10,419.0344147777948,422.162109375,NEUTRAL_SIGNAL,0.9756498300918507,0.008176869991552583,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw NEUTRAL_SIGNAL with bullish_probability=0.01, confidence=0.98, probability_margin=0.96, trend_filter_passed=True, rule=neutral_hold, target_allocation=0.00%."
2024-06-10,2024-06-11,419.8040264249776,426.907958984375,NEUTRAL_SIGNAL,0.8944120108738048,0.03736484657022782,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw NEUTRAL_SIGNAL with bullish_probability=0.04, confidence=0.89, probability_margin=0.83, trend_filter_passed=True, rule=neutral_hold, target_allocation=0.00%."
2024-06-11,2024-06-12,429.51276024474697,435.1761779785156,NEUTRAL_SIGNAL,0.8723798914079631,0.05236369777448845,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw NEUTRAL_SIGNAL with bullish_probability=0.05, confidence=0.87, probability_margin=0.80, trend_filter_passed=True, rule=neutral_hold, target_allocation=0.00%."
2024-06-12,2024-06-13,434.9689970884557,435.6892395019531,NEUTRAL_SIGNAL,0.6867940341127138,0.0896570101404455,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw NEUTRAL_SIGNAL with bullish_probability=0.09, confidence=0.69, probability_margin=0.46, trend_filter_passed=True, rule=neutral_hold, target_allocation=0.00%."
2024-06-13,2024-06-14,432.43323683903066,436.666015625,NEUTRAL_SIGNAL,0.831569304904949,0.1098883739038582,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Balanced trader saw NEUTRAL_SIGNAL with bullish_probability=0.11, confidence=0.83, probability_margin=0.72, trend_filter_passed=True, rule=neutral_hold, target_allocation=0.00%."
