signal_date,trade_date,trade_price,market_close,predicted_signal,confidence,bullish_probability,trend_filter_passed,target_allocation,action,cash,shares,position_value,portfolio_value,explanation
2024-05-31,2024-06-03,109.64893810836958,107.90473175048828,BEARISH_SIGNAL,0.42635510034236895,0.3763890437370153,True,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BEARISH_SIGNAL with bullish_probability=0.38, confidence=0.43, probability_margin=0.05, trend_filter_passed=True, rule=bearish_exit, target_allocation=0.00%."
2024-06-03,2024-06-04,106.5376460889923,106.22651672363281,BEARISH_SIGNAL,0.41192212415374696,0.3790466956544321,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BEARISH_SIGNAL with bullish_probability=0.38, confidence=0.41, probability_margin=0.03, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
2024-06-04,2024-06-05,106.43394526340778,106.65079498291016,NEUTRAL_SIGNAL,0.8596016117683334,0.12035749546197833,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.12, confidence=0.86, probability_margin=0.74, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-05,2024-06-06,106.30195584483778,107.45218658447266,NEUTRAL_SIGNAL,0.5800796189238663,0.374200031605719,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.37, confidence=0.58, probability_margin=0.21, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-06,2024-06-07,107.28248062683475,106.30195617675781,BULLISH_SIGNAL,0.3857086282817235,0.3857086282817235,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BULLISH_SIGNAL with bullish_probability=0.39, confidence=0.39, probability_margin=0.07, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-07,2024-06-10,106.59423026331471,106.61309051513672,NEUTRAL_SIGNAL,0.665008763256908,0.2350758943696476,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.24, confidence=0.67, probability_margin=0.43, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-10,2024-06-11,106.05682623906173,105.755126953125,NEUTRAL_SIGNAL,0.6749021028446325,0.15789335273260668,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.16, confidence=0.67, probability_margin=0.51, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-11,2024-06-12,106.82051718631816,104.58605194091797,NEUTRAL_SIGNAL,0.7183996706737941,0.19424567843931861,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.19, confidence=0.72, probability_margin=0.52, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-12,2024-06-13,104.50116985306731,103.7469253540039,NEUTRAL_SIGNAL,0.739480179045504,0.2084903692510434,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.21, confidence=0.74, probability_margin=0.53, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-13,2024-06-14,103.72807922019946,102.87012481689453,BULLISH_SIGNAL,0.6582745221963912,0.6582745221963912,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BULLISH_SIGNAL with bullish_probability=0.66, confidence=0.66, probability_margin=0.42, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-14,2024-06-17,102.9266920062784,102.16301727294922,BULLISH_SIGNAL,0.8102420985203933,0.8102420985203933,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BULLISH_SIGNAL with bullish_probability=0.81, confidence=0.81, probability_margin=0.68, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-17,2024-06-18,102.7946971061277,103.12467956542969,BULLISH_SIGNAL,0.7790342020719851,0.7790342020719851,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BULLISH_SIGNAL with bullish_probability=0.78, confidence=0.78, probability_margin=0.57, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-18,2024-06-20,103.62437724385651,105.34971618652344,BEARISH_SIGNAL,0.5004423152623854,0.38058133500286057,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BEARISH_SIGNAL with bullish_probability=0.38, confidence=0.50, probability_margin=0.12, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
2024-06-20,2024-06-21,105.50057013708961,104.42576599121094,BEARISH_SIGNAL,0.4399918995275282,0.20179750893644194,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BEARISH_SIGNAL with bullish_probability=0.20, confidence=0.44, probability_margin=0.08, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
2024-06-21,2024-06-24,105.25543253399788,107.5276107788086,NEUTRAL_SIGNAL,0.8760978393552346,0.08687793618146224,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.09, confidence=0.88, probability_margin=0.79, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-24,2024-06-25,107.58418226936926,107.82931518554688,BEARISH_SIGNAL,0.7168231540568873,0.061930871544695974,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BEARISH_SIGNAL with bullish_probability=0.06, confidence=0.72, probability_margin=0.50, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
2024-06-25,2024-06-26,107.8481670315633,107.86702728271484,NEUTRAL_SIGNAL,0.706864525812035,0.022682242376985913,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.02, confidence=0.71, probability_margin=0.44, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-26,2024-06-27,108.41385193104219,108.3290023803711,BEARISH_SIGNAL,0.8865663362366085,0.052636592424542605,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BEARISH_SIGNAL with bullish_probability=0.05, confidence=0.89, probability_margin=0.83, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
2024-06-27,2024-06-28,109.23410096997847,108.53642272949219,NEUTRAL_SIGNAL,0.8780666329999929,0.06660275489978919,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.07, confidence=0.88, probability_margin=0.81, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-06-28,2024-07-01,109.09267505938112,108.38556671142578,NEUTRAL_SIGNAL,0.9275358546761201,0.041504241913275626,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.04, confidence=0.93, probability_margin=0.89, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-07-01,2024-07-02,109.27180558060567,107.6501693725586,NEUTRAL_SIGNAL,0.660669365717348,0.03696072640182613,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.04, confidence=0.66, probability_margin=0.36, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-07-02,2024-07-03,107.73503119424512,108.19701385498047,BEARISH_SIGNAL,0.691533325544435,0.06761715674359273,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BEARISH_SIGNAL with bullish_probability=0.07, confidence=0.69, probability_margin=0.45, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
2024-07-03,2024-07-05,108.0555812529771,106.8864974975586,NEUTRAL_SIGNAL,0.9209337908914971,0.04053718596895594,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw NEUTRAL_SIGNAL with bullish_probability=0.04, confidence=0.92, probability_margin=0.88, trend_filter_passed=False, rule=neutral_hold, target_allocation=0.00%."
2024-07-05,2024-07-08,105.96253872277053,105.7645492553711,BEARISH_SIGNAL,0.7642319256811089,0.10419375465423654,False,0.0,HOLD,10000.0,0,0.0,10000.0,"Conservative trader saw BEARISH_SIGNAL with bullish_probability=0.10, confidence=0.76, probability_margin=0.63, trend_filter_passed=False, rule=bearish_exit, target_allocation=0.00%."
